filepath,species,genus,family,split,ivc_score,ivc_category
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\272671483_490565807.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\280241015_503303894.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\280526471_503844022.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\281639876_505947663.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\301517932_543336464.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\304045201_548069133.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\309918378_559310011.jpg,Leopardus guttulus,Leopardus,Felidae,gallery,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\317525587_573776304.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\320710961_579898897.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\326464634_591269877.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\333081365_604632464.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\335618448_609732289.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\36375559_57494512.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\37527025_59507599.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\67448186_108975754.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\71346947_116149852.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_guttulus\87159473_143653760.jpg,Leopardus guttulus,Leopardus,Felidae,query,5,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\147768484_254327273.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\159270068_275166362.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\165765495_286978035.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\206417568_365071783.jpg,Leopardus pardalis,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\217205697_384226039.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\228943575_406337856.jpg,Leopardus pardalis,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\241132393_429707037.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\247556050_442160745.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\252056823_451132963.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\252228659_451480643.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\253421215_453756418.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\272068220_489446545.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\280298082_503373156.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\280298100_503373238.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\296113899_533151225.jpg,Leopardus pardalis,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\32066907_50255255.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\322057876_582537577.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\36294281_57355178.jpg,Leopardus pardalis,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\40146167_63767126.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis\64550652_103794504.jpg,Leopardus pardalis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis_mitis\108112105_181964145.jpg,Leopardus pardalis mitis,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_pardalis_mitis\131945835_224621322.jpg,Leopardus pardalis mitis,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\102044487_170506473.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\102431445_171222264.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\125589060_212993590.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\128310805_217934728.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\131945715_224621114.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\131946269_224622048.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\132189545_225072618.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\132190588_225073653.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\132192245_225077642.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\147636552_254078029.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\148926291_256547122.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\152986608_264169568.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\157903735_272961333.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\166802874_288883305.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\186297879_506303515.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\187546599_328004061.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\195499522_343949742.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\197573707_348018051.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\202176519_357021224.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\206417572_365073569.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\227995542_404537457.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\238888167_425373642.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\245108318_437323097.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\278016931_499198468.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\283619988_509641976.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\295732498_532416923.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\304036060_548051184.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\310510285_560418969.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\317525581_573775615.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\317525584_573775876.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\317525589_573777231.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\321246235_580948828.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\322056883_582536480.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\325767451_589879550.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\331168090_600703471.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\334232153_606905205.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\37595764_59629362.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\5434721_6686029.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\5601755_6921052.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\5601918_6921265.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\58874087_94023128.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\59503703_95080278.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\61974102_99234087.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\67436922_108954546.jpg,Leopardus wiedii,Leopardus,Felidae,query,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\67850668_109730680.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Leopardus\Leopardus_wiedii\79383500_130025343.jpg,Leopardus wiedii,Leopardus,Felidae,gallery,3,Medio
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\100354603_167479360.jpg,Panthera onca,Panthera,Felidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\107799560_181376774.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\10894923_15309275.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\125355492_212575133.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\153708109_265510877.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\164708324_285016530.jpg,Panthera onca,Panthera,Felidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\178796175_311184894.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\198122659_349124079.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\262433762_471592240.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\284637938_511563057.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\296227364_533373450.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\296261819_533435604.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\296263196_533438026.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\297410191_535615709.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\297410566_535616760.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\297411344_535617964.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\297626205_535621395.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\297629034_536026064.jpg,Panthera onca,Panthera,Felidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\300530170_541502002.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316974170_572731279.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316974642_572732049.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316976106_572734766.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316977129_572736483.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316977844_572737866.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316978684_572739199.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316979056_572739866.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316979489_572740704.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316979971_572741600.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316981557_572744168.jpg,Panthera onca,Panthera,Felidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\316982498_572745505.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\322224726_582922844.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\323990244_586556669.jpg,Panthera onca,Panthera,Felidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\334232146_606905006.jpg,Panthera onca,Panthera,Felidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\334232148_606905010.jpg,Panthera onca,Panthera,Felidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Panthera\Panthera_onca\6568599_8332809.jpg,Panthera onca,Panthera,Felidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\103905066_174022222.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\132573381_225761287.jpg,Puma concolor,Puma,Felidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\15304137_22911704.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\175449199_304915325.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\206417574_365074336.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\248732989_444502281.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\251059066_449140240.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\283627797_509656324.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\286507677_515080140.jpg,Puma concolor,Puma,Felidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\301517929_543334302.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\301517931_543335035.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\307510670_554675825.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\307746365_555131633.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\325592938_589531015.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\328837468_595959270.jpg,Puma concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor\334232152_606905188.jpg,Puma concolor,Puma,Felidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor_concolor\142236732_243822363.jpg,Puma concolor concolor,Puma,Felidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor_concolor\15258139_61234598.jpg,Puma concolor concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor_concolor\21283470_32909113.jpg,Puma concolor concolor,Puma,Felidae,gallery,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor_concolor\65649853_105700358.jpg,Puma concolor concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Felidae\Puma\Puma_concolor_concolor\70292431_114241482.jpg,Puma concolor concolor,Puma,Felidae,query,2,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\100803574_168279244.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\112044346_189223188.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\115743424_195346748.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\117669846_198738308.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\139066019_237752384.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\142637033_244574260.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\150956045_260389246.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\151232552_260906573.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\159887944_276269348.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\161241714_278690077.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\165439584_286378361.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\166657753_288616905.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\177540062_308793764.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\177612214_308935490.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\177688250_308845671.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\179249019_312038841.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\18079432_27643014.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\189528397_332040921.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\189750493_332491510.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\191074454_335110481.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\193054469_339056847.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Formicariidae\Chamaeza\Chamaeza_campanisona\20267555_31284598.jpg,Chamaeza campanisona,Chamaeza,Formicariidae,query,1,Bajo
